,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,theta,seed,q,EPH,corr
18,18,2.0,2,1,2,1,2,1,1,0,1,1,1,1,2,2.0,1,1,0,1,0,1,1,2.0,1,0.0,1.0,2.0,1,1.0,1,1,2.0,2.0,2.0,1,1,1.0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,2.0,1.0,1.0,1,1,2.0,1,1,1,1.0,1,0,1,1,1,0,1,1,0,1,2.0,1,1,2.0,1,1,2,1,2,1,2.0,1,2,1.0,1,1,1,1,2.0,2.0,2,0.01,18,-1,1.0412979351032448,-0.2240734754849478
19,19,1.0,2,1,1,1,0,1,1,1,2,1,1,1,1,2.0,1,1,2,1,0,1,1,0.0,1,2.0,1.0,1.0,1,1.0,1,1,0.0,1.0,2.0,0,1,1.0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1.0,0.0,1.0,2,1,0.0,1,1,2,2.0,1,1,2,1,1,0,2,2,1,1,2.0,1,1,0.0,1,1,1,2,1,2,1.0,1,1,1.0,1,1,1,1,1.0,1.0,2,0.01,19,-1,1.012012012012012,-0.18498618573081013
20,20,1.0,2,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1,1,1,1,0,1,0.0,2,2.0,2.0,1.0,1,0.0,1,1,1.0,1.0,1.0,0,1,1.0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2.0,2.0,2.0,2,1,1.0,1,1,1,1.0,1,2,1,1,1,2,1,2,1,1,0.0,1,1,1.0,0,2,2,2,1,1,1.0,1,1,1.0,1,1,1,1,1.0,0.0,2,0.01,20,-1,1.0344827586206897,-0.11768835256008046
21,21,1.0,1,2,2,0,1,1,1,1,1,2,1,1,1,2.0,1,2,2,2,1,1,2,1.0,1,2.0,1.0,1.0,1,1.0,1,2,1.0,1.0,2.0,1,0,1.0,2,1,1,2,1,1,1,2,1,1,2,0,1,1,1.0,1.0,1.0,1,1,0.0,1,1,1,0.0,1,1,0,1,1,2,2,1,1,1,1.0,0,0,0.0,1,2,1,1,0,2,2.0,1,1,2.0,1,1,1,1,2.0,1.0,1,0.01,21,-1,1.0407608695652173,-0.04764258407258325
22,22,2.0,2,1,2,0,1,1,2,0,1,1,1,2,1,0.0,1,1,1,0,1,1,1,2.0,1,1.0,2.0,2.0,1,1.0,1,2,2.0,2.0,1.0,2,2,2.0,2,1,0,1,2,1,1,0,0,2,1,1,1,1,1.0,1.0,1.0,1,2,2.0,2,1,1,1.0,1,1,1,0,1,1,1,1,2,2,2.0,2,1,2.0,1,1,1,2,1,2,2.0,1,1,0.0,1,2,1,0,1.0,2.0,2,0.01,22,-1,1.0482573726541555,-0.23964324407181564
23,23,1.0,2,1,2,1,1,1,1,1,2,2,1,1,1,2.0,1,1,1,2,1,1,1,1.0,1,2.0,0.0,1.0,2,1.0,1,1,0.0,1.0,2.0,2,2,2.0,2,1,0,0,1,1,1,1,1,1,1,1,2,1,2.0,2.0,2.0,0,1,2.0,2,1,2,2.0,1,1,1,1,1,2,1,2,1,1,1.0,1,0,2.0,1,0,1,2,1,1,1.0,2,0,2.0,1,1,1,2,2.0,0.0,0,0.01,23,-1,1.0271739130434783,-0.276815358693288
24,24,2.0,0,1,0,0,1,1,2,2,2,1,2,2,1,2.0,1,1,0,2,1,1,1,2.0,2,2.0,2.0,1.0,1,1.0,1,1,2.0,,2.0,0,1,1.0,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1.0,1.0,1.0,2,1,2.0,2,2,2,2.0,1,2,1,0,1,1,1,1,2,1,1.0,2,2,2.0,1,1,1,1,0,2,1.0,0,2,2.0,1,1,0,2,1.0,1.0,1,0.01,24,-1,1.0380434782608696,-0.12393949278135012
25,25,3.0,2,1,2,0,1,1,2,0,1,1,1,1,1,1.0,0,1,2,1,1,1,1,2.0,0,1.0,2.0,2.0,1,0.0,1,2,3.0,2.0,1.0,1,2,2.0,1,1,1,1,1,1,1,0,1,1,1,2,1,0,1.0,1.0,1.0,1,2,1.0,1,1,1,1.0,0,0,1,2,1,2,1,1,2,2,2.0,2,1,2.0,1,1,1,1,1,1,1.0,1,2,2.0,1,1,1,1,1.0,0.0,2,0.01,25,-1,1.090643274853801,-0.32494457669439
26,26,1.0,1,1,2,1,1,0,1,1,1,2,1,1,1,1.0,1,1,1,1,1,2,2,1.0,2,1.0,1.0,1.0,2,2.0,1,1,1.0,0.0,2.0,2,1,2.0,2,1,1,1,1,2,1,2,1,1,1,0,2,1,1.0,1.0,0.0,1,1,2.0,1,1,1,1.0,1,0,1,2,0,1,1,0,1,1,1.0,1,2,2.0,1,1,0,1,1,1,1.0,1,0,2.0,1,1,1,1,2.0,0.0,1,0.01,26,-1,1.0324483775811208,-0.2389657378933656
27,27,1.0,2,0,1,1,2,1,1,1,1,1,1,1,0,2.0,1,1,2,1,0,1,1,1.0,1,0.0,0.0,1.0,1,1.0,2,2,0.0,1.0,2.0,1,1,1.0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,1,1,0.0,1,1,1,1.0,1,1,2,1,1,2,2,2,1,2,2.0,0,2,2.0,2,1,1,2,2,2,2.0,1,1,1.0,1,1,1,1,1.0,1.0,1,0.01,27,-1,1.02803738317757,-0.14070747128607367
28,28,1.0,0,1,0,1,0,1,1,1,2,2,1,0,1,1.0,1,1,2,1,1,2,2,0.0,0,2.0,2.0,1.0,1,2.0,1,1,1.0,0.0,2.0,1,1,1.0,1,2,1,1,2,1,2,2,1,2,2,1,1,2,0.0,1.0,1.0,2,1,1.0,2,2,2,2.0,2,1,1,0,1,1,2,1,1,1,2.0,1,1,1.0,1,1,2,2,1,2,1.0,2,1,2.0,1,1,0,2,2.0,1.0,2,0.01,28,-1,1.0316622691292876,0.04054639654788754
29,29,2.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,0,1,1.0,2,0.0,1.0,2.0,0,1.0,1,1,1.0,1.0,1.0,0,1,1.0,1,1,1,0,2,1,1,1,1,2,2,1,1,1,2.0,1.0,2.0,1,1,1.0,1,1,1,1.0,1,1,2,1,1,2,2,2,0,1,1.0,1,1,1.0,0,2,2,2,1,2,2.0,1,0,1.0,0,1,1,2,1.0,2.0,2,0.01,29,-1,1.0263929618768328,-0.22326022181580135
30,30,2.0,2,0,1,1,2,1,2,1,1,1,1,0,1,1.0,1,1,0,1,1,1,1,2.0,0,2.0,1.0,2.0,1,2.0,1,1,2.0,2.0,2.0,1,1,1.0,0,1,1,1,2,1,1,1,0,0,1,1,1,1,1.0,1.0,0.0,2,2,1.0,2,1,2,2.0,2,1,1,2,1,2,1,1,2,1,2.0,2,1,2.0,1,1,1,2,1,2,2.0,2,1,2.0,2,1,2,2,1.0,2.0,2,0.01,30,-1,1.0365535248041775,-0.20829513667590563
31,31,2.0,2,1,2,1,1,0,1,1,1,1,2,1,1,1.0,1,0,1,1,1,1,1,2.0,0,1.0,2.0,1.0,1,0.0,1,2,2.0,2.0,1.0,1,1,2.0,1,1,1,1,1,0,1,1,1,0,1,2,1,1,2.0,2.0,2.0,2,1,2.0,1,0,1,1.0,2,1,1,2,1,1,1,1,2,1,2.0,2,1,1.0,1,1,2,2,1,2,1.0,0,2,2.0,1,1,0,2,2.0,1.0,2,0.01,31,-1,1.061046511627907,-0.3729165250633017
32,32,2.0,2,1,0,1,0,1,2,1,1,1,1,1,1,2.0,1,1,2,1,0,1,1,2.0,1,2.0,2.0,1.0,1,1.0,1,1,2.0,2.0,1.0,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2.0,1.0,1.0,0,1,2.0,1,1,1,2.0,2,0,1,1,1,1,1,1,1,1,0.0,1,1,1.0,1,1,1,1,1,1,1.0,1,1,2.0,1,1,0,0,0.0,1.0,2,0.01,32,-1,1.0382165605095541,-0.17714504654497676
33,33,2.0,1,1,2,1,2,1,0,1,1,1,1,1,1,1.0,1,1,2,0,1,0,1,1.0,1,1.0,1.0,2.0,1,1.0,1,1,1.0,1.0,1.0,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,2.0,1,1,2.0,0,1,1,1.0,0,1,1,1,1,0,0,1,1,2,2.0,1,0,2.0,2,1,1,2,1,1,2.0,1,0,1.0,1,2,1,0,2.0,2.0,1,0.01,33,-1,1.0280701754385966,-0.2942880772387226
34,34,2.0,1,2,2,1,1,2,1,1,1,2,0,1,1,1.0,1,1,1,0,1,1,1,2.0,2,2.0,1.0,1.0,1,1.0,0,1,1.0,2.0,0.0,1,0,1.0,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2.0,1.0,2.0,1,1,2.0,1,1,2,2.0,2,1,1,1,1,2,1,0,0,1,1.0,1,1,2.0,2,1,1,0,1,1,1.0,1,2,1.0,0,1,1,2,2.0,2.0,2,0.01,34,-1,1.0330578512396693,-0.2414852525371011
35,35,1.0,1,2,2,1,1,1,1,1,1,2,0,1,1,1.0,0,1,2,1,1,1,1,1.0,1,2.0,1.0,1.0,1,1.0,1,2,1.0,1.0,0.0,2,2,2.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2.0,1.0,2.0,1,0,0.0,1,2,1,2.0,1,1,0,0,1,2,1,2,1,2,2.0,0,0,2.0,2,1,2,2,2,2,2.0,1,1,2.0,1,2,1,1,2.0,2.0,2,0.01,35,-1,1.0263929618768328,-0.1952255653868863
36,36,1.0,2,1,1,1,0,0,1,1,0,1,1,1,1,1.0,1,1,1,2,1,1,2,1.0,1,1.0,2.0,1.0,2,1.0,1,0,1.0,1.0,0.0,1,2,2.0,0,1,1,0,2,1,1,0,1,1,2,1,1,2,2.0,2.0,2.0,1,0,2.0,1,1,1,1.0,1,2,2,2,1,2,1,1,1,1,1.0,2,1,1.0,1,1,1,1,1,1,1.0,1,2,1.0,2,1,1,1,1.0,0.0,2,0.01,36,-1,1.0249307479224377,-0.22934363221219056
37,37,1.0,1,2,2,1,1,2,1,1,1,1,1,1,1,2.0,0,1,1,1,1,1,1,0.0,1,2.0,2.0,1.0,1,1.0,1,1,1.0,1.0,2.0,1,0,1.0,1,2,1,1,1,0,1,2,2,1,1,1,1,1,1.0,1.0,0.0,1,1,1.0,1,1,1,2.0,1,1,0,1,1,2,0,2,1,2,1.0,1,1,2.0,2,0,1,2,1,1,2.0,1,1,1.0,0,1,1,0,2.0,2.0,1,0.01,37,-1,1.0342857142857143,-0.14133367610908967
38,38,2.0,2,0,1,0,1,1,1,1,1,1,2,2,1,1.0,2,1,1,1,1,1,2,2.0,0,2.0,1.0,2.0,2,2.0,2,1,1.0,1.0,0.0,1,2,2.0,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1.0,1.0,0.0,2,1,2.0,1,1,1,0.0,1,1,2,2,1,2,2,2,2,1,1.0,1,1,0.0,0,2,1,2,1,2,2.0,1,0,2.0,2,1,1,2,0.0,2.0,2,0.01,38,-1,1.025,-0.03668711359322453
39,39,1.0,2,1,2,0,1,1,1,2,0,1,1,1,1,1.0,1,1,1,1,1,0,1,1.0,2,1.0,1.0,1.0,1,1.0,1,1,0.0,1.0,1.0,1,1,2.0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,1.0,1.0,1,1,2.0,1,1,0,1.0,1,1,1,0,1,2,1,1,1,0,1.0,1,2,1.0,0,1,2,1,1,1,1.0,1,1,1.0,1,1,1,1,2.0,2.0,1,0.01,39,-1,1.0202429149797572,-0.2944811725621141
40,40,2.0,1,1,1,1,1,1,0,1,1,1,1,0,1,2.0,1,1,1,1,0,1,1,1.0,1,1.0,1.0,2.0,1,1.0,2,1,1.0,1.0,2.0,1,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2.0,2.0,2.0,1,1,0.0,1,1,1,1.0,1,1,1,1,0,1,1,1,1,0,0.0,1,2,2.0,1,1,1,1,1,1,1.0,1,1,2.0,2,1,1,1,1.0,2.0,0,0.01,40,-1,1.0106382978723405,-0.20959518148865955
41,41,2.0,1,1,2,1,1,1,1,1,1,2,1,0,1,1.0,1,1,1,1,1,1,1,1.0,0,1.0,2.0,0.0,1,1.0,1,1,1.0,2.0,2.0,1,0,1.0,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2.0,1.0,2.0,1,1,0.0,1,1,1,1.0,1,1,1,0,0,1,1,1,2,1,2.0,1,1,2.0,1,1,1,1,1,0,2.0,1,2,2.0,0,1,1,2,0.0,1.0,2,0.01,41,-1,1.0333333333333334,-0.1756947014928489
42,42,3.0,2,1,2,1,1,1,2,1,1,1,2,1,1,0.0,1,1,2,1,1,0,1,2.0,1,2.0,3.0,1.0,1,1.0,2,1,2.0,2.0,1.0,1,1,2.0,1,1,1,1,2,1,1,1,1,2,2,2,1,2,0.0,1.0,1.0,1,2,1.0,1,1,1,0.0,1,1,1,1,1,1,2,1,2,1,0.0,2,2,0.0,1,1,2,2,1,2,1.0,0,2,2.0,1,0,0,2,2.0,1.0,2,0.01,42,-1,1.0473537604456824,-0.17729003932918944
43,43,3.0,2,1,2,1,1,1,1,1,1,1,1,2,1,1.0,1,0,0,1,1,1,0,2.0,1,1.0,2.0,2.0,2,1.0,2,1,2.0,2.0,1.0,1,1,2.0,2,2,1,1,1,1,1,1,1,2,1,2,0,1,0.0,1.0,1.0,1,2,2.0,1,0,0,1.0,1,1,1,0,1,1,1,0,2,1,1.0,2,2,1.0,1,1,2,1,1,1,1.0,1,2,2.0,1,2,1,2,2.0,1.0,0,0.01,43,-1,1.048780487804878,-0.18069811341757566
44,44,1.0,2,1,0,1,2,1,1,2,1,1,1,1,1,1.0,1,1,2,1,1,0,1,0.0,0,1.0,1.0,1.0,1,1.0,1,2,1.0,1.0,1.0,1,0,1.0,1,1,2,1,1,1,1,1,0,2,1,1,1,1,2.0,1.0,2.0,1,0,2.0,1,1,0,1.0,1,1,2,1,1,1,1,2,1,2,2.0,1,1,2.0,2,2,1,2,1,2,2.0,1,1,0.0,1,1,2,2,2.0,2.0,2,0.01,44,-1,1.0192307692307692,-0.27176231335710277
45,45,1.0,1,2,0,1,1,1,1,1,1,2,1,1,1,1.0,0,2,1,1,1,1,1,1.0,2,1.0,2.0,2.0,1,1.0,1,0,1.0,0.0,2.0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2.0,1.0,2.0,1,2,1.0,1,1,1,1.0,0,1,1,1,0,1,1,0,1,1,1.0,1,1,1.0,0,1,1,1,1,1,1.0,1,1,2.0,0,1,1,1,2.0,1.0,2,0.01,45,-1,1.0384615384615385,-0.1779698534612005
46,46,2.0,2,1,2,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,0,0,1,1,2.0,1,1.0,2.0,2.0,0,1.0,1,2,1.0,1.0,2.0,1,1,1.0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2.0,2.0,2.0,1,1,1.0,1,0,1,0.0,0,1,1,1,1,2,1,1,0,1,1.0,1,1,1.0,0,1,1,2,1,0,2.0,1,2,2.0,1,1,1,1,2.0,1.0,2,0.01,46,-1,1.0353697749196142,-0.30715137509492096
47,47,2.0,2,1,2,1,2,0,0,0,1,1,1,2,1,1.0,1,1,2,1,1,2,1,1.0,0,1.0,1.0,1.0,1,1.0,1,1,1.0,1.0,2.0,2,2,2.0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0.0,1.0,1.0,1,1,2.0,1,1,0,1.0,1,1,1,2,1,2,1,2,1,2,0.0,0,1,2.0,1,1,2,2,1,0,1.0,2,1,2.0,1,1,2,1,2.0,1.0,2,0.01,47,-1,1.0340909090909092,-0.11773402299351773
48,48,0.0,1,1,1,1,1,2,1,1,2,1,1,2,1,1.0,2,2,1,1,1,1,2,1.0,2,2.0,1.0,1.0,2,1.0,1,1,1.0,1.0,2.0,0,1,1.0,2,2,1,1,2,1,1,2,1,2,2,0,1,2,0.0,1.0,1.0,2,1,2.0,2,2,2,2.0,1,1,1,0,1,2,2,0,1,0,1.0,1,2,2.0,1,1,1,1,1,2,0.0,2,1,2.0,1,1,1,1,1.0,1.0,0,0.01,48,-1,1.0263157894736843,0.03166947610917028
49,49,2.0,2,1,2,1,0,1,1,1,2,1,1,0,1,2.0,1,1,2,0,1,1,1,2.0,1,2.0,2.0,2.0,1,1.0,1,1,1.0,1.0,2.0,1,1,0.0,1,1,1,0,1,0,1,1,0,2,1,1,0,1,2.0,1.0,2.0,0,1,1.0,2,1,2,2.0,2,1,1,2,1,2,1,1,0,1,2.0,1,1,1.0,1,1,1,1,1,2,1.0,1,1,2.0,1,1,1,2,2.0,1.0,2,0.01,49,-1,1.0206489675516224,-0.4516335406807273
50,50,1.0,2,0,1,0,0,1,1,1,2,1,0,1,1,1.0,1,1,1,1,1,1,2,0.0,1,2.0,1.0,1.0,2,2.0,2,1,1.0,1.0,0.0,1,2,2.0,1,1,1,1,2,2,1,1,1,2,2,0,1,2,1.0,2.0,1.0,1,1,2.0,2,2,2,2.0,2,2,1,2,1,2,2,1,1,0,0.0,1,1,1.0,1,1,1,1,1,2,1.0,1,1,2.0,1,1,1,1,2.0,1.0,1,0.01,50,-1,1.0263157894736843,-0.14493022587257773
51,51,2.0,2,1,1,1,2,1,1,1,1,1,1,2,1,1.0,1,0,1,1,1,1,0,2.0,1,1.0,2.0,2.0,1,0.0,2,2,2.0,2.0,1.0,1,1,2.0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1.0,0.0,1.0,1,1,2.0,0,1,1,0.0,1,1,2,1,1,1,1,2,0,2,,1,0,2.0,2,2,2,2,2,1,2.0,1,2,2.0,1,1,2,2,1.0,1.0,2,0.01,51,-1,1.0461095100864553,-0.09239898968283847
