,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,theta,seed,q,EPH,corr
14,14,3.0,5.0,3.0,,4.0,3.0,3.0,2.0,3.0,4.0,0.0,2.0,0.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,0.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,0.0,2.0,4.0,,5.0,2.0,4.0,4.0,4.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,0.0,,4.0,,5,14,-1.0,1.7129455909943714,-0.35708991971257026
15,15,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2,15,-1.0,1.0578947368421052,-0.39196701019220237
16,16,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3,16,-1.0,1.1514476614699332,-0.47736055018148665
17,17,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3,17,-1.0,1.1492204899777283,-0.5721547691477618
18,18,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4,18,-1.0,1.4182879377431907,-0.5018129647852666
19,19,2.0,4.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,4,19,-1.0,1.371031746031746,-0.45323454527979784
20,20,6.0,7.0,3.0,,4.0,3.0,4.0,4.0,4.0,0.0,1.0,5.0,4.0,3.0,4.0,0.0,3.0,4.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,3.0,0.0,4.0,3.0,5.0,5.0,4.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,2.0,6.0,4.0,4.0,6.0,4.0,0.0,5.0,4.0,,0.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,,0.0,,5,20,-1.0,2.0934065934065935,-0.5054315799950191
21,21,2.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3,21,-1.0,1.231651376146789,-0.3455464162484949
22,22,6.0,,3.0,,0.0,2.0,2.0,4.0,0.0,4.0,3.0,5.0,3.0,3.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,6.0,2.0,3.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,0.0,2.0,3.0,4.0,3.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,0.0,2.0,5.0,4.0,3.0,6.0,4.0,6.0,5.0,4.0,,5.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,6.0,0.0,4.0,4.0,4.0,0.0,,5.0,,6,22,-1.0,1.9948006932409013,-0.5016381269308828
23,23,3.0,5.0,4.0,,3.0,1.0,3.0,1.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,5.0,5.0,6.0,0.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,0.0,,4.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,0.0,4.0,4.0,5.0,3.0,4.0,,0.0,0.0,5,23,-1.0,1.7826086956521738,-0.42238865326764113
24,24,4.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,4.0,3.0,2.0,3.0,0.0,3.0,4.0,2.0,4.0,4,24,-1.0,1.3869047619047619,-0.4738545571642189
25,25,6.0,,3.0,,0.0,3.0,3.0,5.0,0.0,5.0,4.0,6.0,4.0,3.0,4.0,0.0,3.0,6.0,5.0,1.0,3.0,4.0,5.0,0.0,4.0,6.0,6.0,3.0,0.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,4.0,5.0,4.0,4.0,4.0,0.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,0.0,0.0,5.0,6.0,2.0,6.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,6.0,5.0,5.0,5.0,4.0,5.0,,0.0,,6,25,-1.0,2.3156089193825045,-0.6564952993503829
26,26,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2,26,-1.0,1.0363128491620113,-0.4337058438269553
27,27,4.0,6.0,0.0,,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,5.0,4.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,0.0,4.0,,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,,5.0,,5,27,-1.0,1.7855822550831792,-0.4392565775489445
28,28,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3,28,-1.0,1.216400911161731,-0.23166766025164093
29,29,4.0,5.0,2.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,0.0,4.0,3.0,4.0,0.0,3.0,3.0,0.0,2.0,4.0,4.0,2.0,3.0,4.0,0.0,2.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,0.0,4.0,5.0,3.0,4.0,,0.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,0.0,4.0,0.0,3.0,4.0,4.0,,4.0,,5,29,-1.0,1.8293135435992578,-0.5126781433843497
30,30,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,-1.0,1.0,0.0
31,31,4.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,4,31,-1.0,1.375,-0.6155742183880955
32,32,5.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,3.0,0.0,4.0,4.0,,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,,5,32,-1.0,1.8,-0.524648371134363
33,33,7.0,,5.0,,5.0,4.0,5.0,0.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,1.0,4.0,6.0,0.0,2.0,0.0,3.0,6.0,6.0,4.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,6.0,3.0,6.0,6.0,7.0,4.0,6.0,6.0,0.0,4.0,3.0,5.0,0.0,3.0,4.0,7.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,6.0,0.0,,6.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,0.0,4.0,6.0,6.0,3.0,0.0,,6.0,,6,33,-1.0,2.405128205128205,-0.4144756044334268
34,34,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,3,34,-1.0,1.2074592074592074,-0.4530148210323231
35,35,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3,35,-1.0,1.208816705336427,-0.40623789930533627
